"id";"current_age";"retirement_age";"birth_year";"birth_month";"gender";"address";"latitude";"longitude";"per_capita_income";"yearly_income";"total_debt";"credit_score";"num_credit_cards"
1528;78;73;1942;1;"Female";"324 Lafayette Drive";32.61;-93.28;"17311.00";"27992.00";"1058.00";695;6
1529;51;69;1968;4;"Male";"310 Birch Avenue";26.23;-80.13;"37424.00";"76305.00";"112785.00";692;3
1530;64;68;1956;2;"Female";"25 Elm Street";32.93;-97.22;"0.00";"1785.00";"2892.00";732;3
1531;34;62;1985;10;"Male";"801 River Street";34.47;-85.34;"14514.00";"29594.00";"47766.00";792;1
1532;28;65;1991;3;"Female";"99 El Camino Drive";39.53;-79.01;"17079.00";"34825.00";"65082.00";759;1
1533;39;70;1980;12;"Female";"470 11th Lane";39.77;-86.14;"24233.00";"49412.00";"42378.00";830;3
1534;36;65;1983;7;"Male";"1531 North Lane";39.9;-74.99;"39626.00";"80794.00";"3867.00";803;2
1535;59;64;1960;8;"Male";"8 Pine Street";38.87;-82.99;"16336.00";"33311.00";"65822.00";590;2
1536;41;67;1978;11;"Male";"2015 Bayview Avenue";36.15;-85.5;"15955.00";"32531.00";"38260.00";766;2
1537;35;69;1984;6;"Female";"4395 Bayview Lane";47.69;-117.19;"17760.00";"36213.00";"48364.00";637;1
1538;82;62;1937;8;"Male";"58 River Avenue";40.71;-73.99;"16494.00";"23572.00";"216.00";590;2
1539;42;61;1977;3;"Female";"215 Main Drive";42.82;-83.25;"28463.00";"58034.00";"129546.00";676;2
1540;55;61;1964;9;"Female";"1513 Valley Boulevard";39.33;-84.54;"21992.00";"44839.00";"63194.00";625;3
1541;48;65;1971;10;"Female";"7139 Lake Boulevard";36.09;-84.13;"18353.00";"37422.00";"127116.00";681;5
1542;46;69;1973;12;"Female";"515 South Street";41.47;-81.67;"27250.00";"55565.00";"34039.00";731;2
1543;31;68;1988;10;"Female";"5857 12th Avenue";34.14;-118.46;"51976.00";"105963.00";"106266.00";684;4
1544;36;65;1983;9;"Female";"7643 Martin Luther King Street";40.1;-84.62;"16351.00";"33339.00";"83353.00";679;2
1545;20;63;1999;12;"Male";"1433 Rose Boulevard";33.73;-117.05;"15144.00";"30882.00";"60484.00";807;3
1546;48;61;1971;11;"Male";"70 Second Drive";43.3;-71.33;"19781.00";"40336.00";"144284.00";668;4
1547;28;66;1992;2;"Male";"768 Valley Stream Drive";43.54;-89.46;"19635.00";"40035.00";"69241.00";684;2
1548;41;65;1978;10;"Male";"439 George Avenue";40.5;-111.7;"35834.00";"73067.00";"6332.00";721;3
1549;68;74;1952;1;"Male";"731 Martin Luther King Boulevard";29.76;-95.38;"31072.00";"63355.00";"140526.00";747;5
1550;18;67;2001;4;"Male";"6445 Ninth Lane";47.85;-122.28;"24564.00";"50086.00";"51164.00";776;3
1551;47;70;1972;12;"Male";"148 Hillside Boulevard";40.15;-89.36;"17510.00";"35699.00";"63264.00";687;5
1552;62;67;1957;6;"Male";"896 Madison Boulevard";43.65;-116.43;"22290.00";"45450.00";"85218.00";686;3
1553;21;62;1998;10;"Male";"5 Lafayette Avenue";41.24;-81.45;"42201.00";"86042.00";"165447.00";701;2
1554;49;63;1970;4;"Male";"227 Little Creek Street";41.68;-72.94;"25405.00";"51802.00";"91118.00";696;1
1555;28;64;1991;6;"Female";"5367 Pine Avenue";34.01;-86.01;"19474.00";"39708.00";"113715.00";717;3
1556;30;67;1989;7;"Female";"594 Mountain View Street";46.8;-100.76;"23679.00";"48277.00";"110153.00";740;4
1557;50;66;1970;2;"Female";"2516 Essex Drive";45.45;-122.79;"23687.00";"48295.00";"109558.00";707;3
1558;47;65;1973;2;"Female";"675 Little Creek Drive";40.64;-73.94;"25172.00";"51330.00";"106161.00";597;2
1559;56;67;1963;12;"Female";"607 George Boulevard";34.05;-84.67;"28862.00";"58846.00";"126806.00";746;3
1560;61;60;1958;5;"Female";"1861 Fourth Boulevard";42.61;-94.14;"18849.00";"18452.00";"16827.00";741;6
1561;78;67;1941;5;"Female";"245 Martin Luther King Drive";35.0;-80.94;"26707.00";"51014.00";"23366.00";759;4
1562;38;65;1982;2;"Female";"8 Hillside Lane";36.26;-94.69;"12517.00";"25524.00";"69401.00";759;3
1563;49;67;1970;8;"Female";"924 Spruce Street";33.96;-118.27;"11073.00";"22583.00";"62461.00";683;4
1564;35;65;1984;10;"Male";"55 Ocean View Street";35.2;-101.81;"18613.00";"37947.00";"49951.00";683;3
1565;37;66;1983;1;"Female";"33 Mill Street";39.09;-84.51;"18959.00";"38656.00";"47523.00";584;1
1566;44;64;1976;1;"Male";"48 Fourth Avenue";38.69;-121.31;"19726.00";"40220.00";"106171.00";718;3
1567;43;68;1976;8;"Female";"7874 Wessex Street";42.1;-76.26;"19901.00";"40576.00";"54011.00";747;2
1568;47;67;1972;5;"Female";"3816 Spruce Drive";40.67;-73.39;"21077.00";"42976.00";"58765.00";748;3
1569;68;65;1951;3;"Female";"7276 Valley Drive";43.54;-96.73;"20153.00";"39082.00";"16870.00";722;4
1570;21;67;1998;4;"Female";"100 Seventh Drive";45.93;-88.25;"18016.00";"36733.00";"0.00";761;3
1571;58;66;1961;6;"Female";"385 Jefferson Avenue";36.29;-86.6;"25166.00";"51316.00";"0.00";759;6
1572;40;70;1979;7;"Female";"903 Norfolk Boulevard";30.68;-88.04;"9284.00";"18935.00";"43928.00";658;3
1573;71;56;1949;1;"Male";"793 Norfolk Avenue";29.18;-82.13;"12992.00";"17775.00";"11520.00";746;1
1574;22;69;1997;3;"Female";"7318 Mill Lane";34.89;-77.54;"15661.00";"31933.00";"65405.00";746;1
1575;51;68;1968;5;"Female";"23 12th Boulevard";27.19;-82.49;"28272.00";"57646.00";"127892.00";724;4
1576;88;65;1932;1;"Female";"2947 Lake Lane";42.66;-83.38;"24578.00";"36764.00";"839.00";712;8
1577;53;66;1966;12;"Male";"153 Wessex Drive";27.33;-82.54;"19983.00";"40745.00";"18371.00";718;4
1578;86;62;1933;11;"Male";"3899 Seventh Lane";30.33;-81.65;"19382.00";"33291.00";"695.00";714;2
1579;81;70;1938;6;"Female";"7673 Plum Drive";27.95;-82.48;"18881.00";"28594.00";"1821.00";728;5
1580;19;61;2000;4;"Female";"528 Spruce Lane";41.6;-87.05;"27261.00";"55587.00";"151141.00";621;2
1581;38;65;1981;11;"Female";"9324 Catherine Street";38.42;-90.36;"21744.00";"44334.00";"55173.00";684;5
1582;23;71;1996;10;"Female";"515 Tenth Lane";36.46;-121.82;"29174.00";"59479.00";"69645.00";688;1
1583;38;68;1981;10;"Male";"182 Valley Street";40.04;-76.3;"25917.00";"52844.00";"0.00";826;3
1584;27;69;1992;9;"Male";"9264 Lake Avenue";32.69;-97.01;"22922.00";"46733.00";"34333.00";692;2
1585;35;69;1984;11;"Female";"4346 El Camino Boulevard";30.33;-81.65;"20710.00";"42229.00";"0.00";688;3
1586;43;65;1977;1;"Male";"2974 Grant Avenue";40.66;-73.7;"27778.00";"56640.00";"104134.00";672;4
1587;31;67;1988;12;"Male";"8803 Washington Boulevard";42.18;-70.73;"40226.00";"82019.00";"64583.00";695;3
1588;42;69;1977;8;"Male";"74 Sixth Avenue";41.26;-96.01;"28553.00";"58223.00";"128784.00";689;2
1589;39;70;1981;1;"Female";"6301 Hillside Avenue";34.02;-118.15;"13485.00";"27494.00";"44258.00";702;3
1590;48;62;1971;5;"Female";"781 East Street";29.45;-98.5;"10059.00";"20513.00";"32509.00";599;1
1591;58;66;1961;6;"Female";"2200 Third Drive";48.28;-122.62;"16537.00";"33717.00";"58236.00";698;6
1592;19;67;2000;9;"Male";"1317 Wessex Lane";37.5;-122.3;"46616.00";"95045.00";"132371.00";708;3
1593;24;69;1995;12;"Male";"652 Maple Street";39.77;-84.19;"18208.00";"37122.00";"58984.00";753;4
1594;39;64;1980;11;"Male";"532 12th Drive";27.98;-80.66;"17645.00";"35978.00";"49366.00";643;3
1595;47;65;1972;5;"Female";"4191 Maple Avenue";40.84;-73.87;"25537.00";"52063.00";"87549.00";753;2
1596;42;69;1977;3;"Male";"188 Washington Avenue";34.28;-118.44;"15583.00";"31772.00";"17286.00";734;4
1597;20;66;1999;7;"Male";"3404 Main Lane";40.71;-80.1;"35188.00";"71750.00";"117124.00";697;3
1598;82;61;1937;6;"Male";"996 Valley Drive";36.83;-119.79;"12508.00";"26126.00";"1213.00";697;5
1599;22;68;1997;7;"Male";"71 Madison Street";31.84;-106.43;"16011.00";"32645.00";"59851.00";790;3
1600;62;66;1957;9;"Female";"314 Fourth Street";47.67;-122.18;"49629.00";"101193.00";"124771.00";747;3
1601;26;65;1993;5;"Female";"388 Third Street";41.31;-73.84;"33263.00";"67820.00";"86177.00";628;2
1602;41;66;1979;2;"Female";"2079 Maple Drive";40.38;-77.88;"14650.00";"29864.00";"44902.00";717;2
1603;41;65;1978;12;"Male";"6515 Hillside Drive";44.65;-114.15;"19036.00";"38812.00";"16331.00";762;4
1604;55;72;1964;11;"Male";"7680 Fourth Street";34.31;-89.93;"15354.00";"31308.00";"59817.00";742;7
1605;39;67;1980;5;"Male";"9995 Pine Avenue";39.5;-84.37;"19293.00";"39336.00";"43747.00";690;3
1606;49;66;1970;8;"Male";"9383 Martin Luther King Street";30.68;-88.04;"25381.00";"51755.00";"88605.00";806;1
1607;21;66;1998;4;"Male";"724 Valley Stream Street";32.91;-96.62;"27057.00";"55166.00";"70698.00";689;1
1608;19;68;2000;9;"Female";"1464 Bayview Street";31.85;-102.36;"19399.00";"39556.00";"132573.00";572;1
1609;71;68;1948;7;"Female";"9854 Park Lane";38.78;-77.27;"35563.00";"87659.00";"0.00";779;4
1610;42;66;1978;1;"Female";"12150 Mill Boulevard";32.32;-90.2;"13717.00";"27967.00";"50159.00";690;2
1611;68;58;1952;1;"Female";"44 Ocean Avenue";33.87;-78.63;"13907.00";"20334.00";"9544.00";684;2
1612;68;66;1951;8;"Male";"198 Main Boulevard";41.83;-87.68;"20649.00";"35370.00";"14777.00";562;1
1613;39;65;1980;12;"Male";"4784 Park Boulevard";44.44;-69.83;"21647.00";"44134.00";"0.00";792;4
1614;40;70;1979;9;"Female";"7072 Mountain View Avenue";35.48;-96.89;"17730.00";"36152.00";"81345.00";716;1
1615;66;59;1954;1;"Female";"1105 Second Drive";42.31;-83.21;"24561.00";"48690.00";"36262.00";701;6
1616;48;70;1971;8;"Male";"469 First Lane";33.0;-97.23;"46232.00";"94260.00";"39326.00";815;4
1617;30;60;1989;10;"Male";"105 Seventh Street";39.2;-76.85;"37697.00";"76867.00";"118029.00";659;1
1618;53;66;1966;12;"Male";"3512 Forest Street";40.91;-73.82;"34646.00";"70634.00";"155651.00";682;4
1619;31;66;1988;6;"Male";"693 Seventh Street";33.61;-96.6;"15737.00";"32086.00";"53595.00";747;4
1620;21;68;1998;6;"Male";"2537 Forest Boulevard";32.33;-96.62;"18112.00";"36924.00";"71952.00";701;3
1621;66;69;1953;9;"Male";"900 Catherine Street";32.96;-117.12;"36323.00";"74059.00";"144396.00";744;4
1622;41;61;1979;1;"Female";"1063 Federal Boulevard";42.15;-71.13;"38878.00";"79271.00";"211919.00";759;1
1623;32;73;1987;4;"Female";"8121 North Boulevard";39.11;-84.46;"17278.00";"35227.00";"25277.00";746;3
1624;23;74;1996;7;"Male";"613 First Boulevard";40.07;-80.89;"20697.00";"42200.00";"28557.00";769;2
1625;24;66;1995;5;"Female";"625 Washington Lane";47.67;-122.18;"49629.00";"101191.00";"290730.00";659;1
1626;58;63;1961;7;"Male";"9212 Plum Avenue";35.15;-89.75;"29571.00";"60292.00";"114223.00";531;1
1627;29;65;1990;6;"Male";"323 Mountain View Lane";30.65;-93.89;"18424.00";"37568.00";"53323.00";825;1
1628;56;59;1964;2;"Male";"438 Seventh Avenue";39.77;-86.14;"31114.00";"63439.00";"199706.00";786;2
1629;42;63;1977;6;"Female";"53789 Bayview Street";26.14;-80.13;"14430.00";"29422.00";"58679.00";598;1
1630;24;65;1996;1;"Male";"716 Bayview Avenue";36.11;-80.81;"15545.00";"31693.00";"98206.00";719;1
1631;18;67;2001;11;"Female";"4735 Fifth Avenue";30.44;-91.12;"31741.00";"64715.00";"174664.00";740;3
1632;20;70;1999;8;"Female";"885 Bayview Lane";46.87;-96.81;"22214.00";"45292.00";"88917.00";660;4
1633;36;65;1984;1;"Male";"4172 Federal Drive";33.38;-111.87;"21053.00";"42927.00";"132343.00";687;4
1634;66;68;1953;3;"Male";"703 West Drive";26.18;-98.11;"10091.00";"20577.00";"60152.00";825;4
1635;54;58;1965;3;"Male";"90 Sussex Drive";40.68;-73.78;"20760.00";"42332.00";"75213.00";616;6
1636;49;66;1970;5;"Male";"4882 Mountain View Lane";39.09;-94.58;"12064.00";"24598.00";"23019.00";695;4
1637;32;66;1988;2;"Female";"8445 11th Lane";34.99;-80.86;"26878.00";"54804.00";"172493.00";687;2
1638;79;64;1940;8;"Female";"6337 Spruce Street";44.67;-93.24;"34186.00";"57824.00";"31354.00";668;5
1639;58;67;1961;5;"Male";"1034 Pine Boulevard";42.12;-80.08;"24324.00";"49595.00";"68057.00";676;1
1640;67;71;1952;10;"Female";"311 Washington Lane";41.89;-84.04;"17144.00";"34954.00";"5942.00";729;3
1641;30;69;1989;3;"Male";"3636 El Camino Avenue";39.09;-84.51;"25503.00";"51998.00";"73575.00";640;1
1642;37;66;1982;4;"Female";"48190 Plum Drive";39.96;-74.06;"19848.00";"40470.00";"41938.00";731;5
1643;28;64;1991;6;"Female";"233 Oak Drive";45.47;-122.37;"22599.00";"46077.00";"101450.00";686;1
1644;83;65;1937;1;"Male";"637 Seventh Street";34.66;-83.09;"15406.00";"31943.00";"1248.00";686;6
1645;62;65;1957;11;"Female";"58 Federal Lane";41.47;-81.85;"29692.00";"60541.00";"160456.00";716;3
1646;54;69;1965;11;"Male";"0 Ocean Boulevard";40.33;-79.83;"14663.00";"29898.00";"19719.00";714;5
1647;18;65;2002;2;"Female";"1358 Plum Avenue";41.31;-79.38;"17321.00";"35311.00";"44783.00";684;5
1648;66;69;1953;5;"Female";"211 Valley Street";40.76;-74.59;"91180.00";"185909.00";"461854.00";621;5
1649;64;63;1956;2;"Male";"8146 Third Avenue";29.79;-95.82;"0.00";"399.00";"323.00";729;3
1650;18;67;2002;2;"Male";"701 Pine Drive";40.71;-74.06;"21642.00";"44128.00";"142368.00";687;3
1651;33;66;1986;3;"Male";"632 Pine Drive";35.15;-89.75;"27474.00";"56018.00";"100163.00";739;2
1652;51;65;1969;2;"Female";"733 Maple Drive";38.95;-92.32;"20966.00";"42749.00";"53471.00";728;4
1653;42;63;1978;1;"Male";"603 Rose Avenue";41.85;-72.65;"29261.00";"59663.00";"89579.00";681;1
1654;43;66;1976;4;"Male";"385 Pine Drive";41.47;-71.3;"24194.00";"49328.00";"6197.00";693;5
1655;57;63;1962;12;"Male";"2547 El Camino Street";42.24;-83.18;"17094.00";"34856.00";"127313.00";830;3
1656;35;69;1984;5;"Female";"350 Third Avenue";45.87;-95.37;"20179.00";"41141.00";"81016.00";706;3
1657;35;68;1984;9;"Male";"600 River Lane";33.87;-118.21;"12849.00";"26201.00";"42551.00";655;1
1658;28;59;1991;3;"Female";"8128 Hillside Avenue";41.84;-87.75;"13891.00";"28324.00";"62363.00";695;2
1659;94;65;1926;1;"Female";"4570 Valley Stream Lane";42.26;-88.13;"28147.00";"40787.00";"1574.00";782;6
1660;41;68;1978;4;"Female";"40 Washington Drive";36.73;-102.51;"11342.00";"23123.00";"5079.00";723;6
1661;42;67;1977;5;"Female";"939 Main Lane";39.09;-76.85;"35553.00";"72478.00";"63078.00";728;2
1662;41;67;1978;5;"Male";"469 Pine Street";38.53;-90.0;"24509.00";"49967.00";"58582.00";712;4
1663;24;59;1995;7;"Male";"276 12th Boulevard";41.83;-87.68;"0.00";"2370.00";"4397.00";581;1
1664;38;66;1981;10;"Male";"311 Fifth Drive";42.27;-83.73;"34119.00";"69566.00";"50003.00";791;4
1665;19;62;2001;1;"Male";"3804 Ninth Street";33.94;-84.2;"31677.00";"64585.00";"121851.00";665;1
1666;61;62;1958;12;"Male";"649 Spruce Boulevard";32.29;-81.23;"23029.00";"46954.00";"69753.00";578;4
1667;18;70;2002;2;"Male";"18 Bayview Avenue";34.82;-89.98;"23782.00";"48491.00";"158871.00";588;1
1668;92;67;1927;6;"Male";"619 North Avenue";42.91;-71.12;"26541.00";"56099.00";"933.00";751;6
1669;44;62;1975;5;"Male";"6308 Maple Avenue";38.66;-121.62;"25234.00";"51454.00";"151162.00";698;4
1670;68;65;1951;12;"Male";"46 Lincoln Lane";33.82;-118.11;"32079.00";"50184.00";"27778.00";732;4
1671;50;57;1969;3;"Male";"1559 Tenth Street";27.95;-82.48;"21033.00";"42886.00";"60474.00";604;1
1672;28;70;1991;9;"Male";"919 Washington Drive";41.45;-81.92;"36610.00";"74644.00";"204251.00";792;3
1673;41;67;1978;11;"Male";"133 Grant Lane";43.46;-85.95;"17145.00";"34954.00";"45456.00";772;3
1674;70;64;1949;4;"Male";"5073 Wessex Avenue";35.49;-90.35;"14172.00";"26858.00";"11245.00";712;2
1675;36;70;1983;8;"Male";"97 Little Creek Boulevard";47.14;-122.32;"24519.00";"49993.00";"52978.00";767;3
1676;51;65;1968;12;"Male";"919 Martin Luther King Lane";38.81;-94.45;"24981.00";"50936.00";"88447.00";681;3
1677;51;67;1969;2;"Male";"849 Littlewood Drive";33.57;-101.87;"16272.00";"33178.00";"92366.00";671;2
1678;36;65;1983;3;"Male";"296 Pine Boulevard";41.7;-72.67;"28557.00";"58225.00";"101148.00";685;3
1679;18;67;2002;1;"Female";"829 Fourth Boulevard";41.76;-71.48;"33914.00";"69149.00";"89214.00";776;1
1680;59;63;1960;11;"Female";"4701 Littlewood Drive";27.95;-82.48;"28916.00";"58959.00";"109358.00";598;2
1681;21;72;1998;6;"Male";"21 Birch Drive";38.63;-90.24;"31909.00";"65058.00";"157708.00";746;1
1682;57;69;1962;5;"Male";"241 Hillside Lane";47.91;-97.07;"23910.00";"48750.00";"117616.00";716;5
1683;43;69;1976;12;"Male";"85 East Drive";31.84;-106.43;"12313.00";"25109.00";"92.00";850;3
1684;56;65;1963;11;"Male";"27019 Madison Lane";36.34;-83.28;"13668.00";"27861.00";"108313.00";782;5
1685;53;61;1966;7;"Male";"5886 Ninth Boulevard";33.61;-111.89;"36300.00";"74012.00";"93119.00";681;2
1686;54;67;1965;3;"Female";"401 North Avenue";39.99;-105.09;"30072.00";"61312.00";"25355.00";708;3
1687;70;64;1949;12;"Female";"469 Grant Lane";35.11;-106.62;"24485.00";"40189.00";"24169.00";621;1
1688;27;66;1992;7;"Female";"8555 Eighth Avenue";37.16;-81.5;"16501.00";"33641.00";"40696.00";743;1
1689;21;66;1998;9;"Female";"93 Plum Lane";41.29;-72.36;"30281.00";"61746.00";"154817.00";637;2
1690;18;67;2001;3;"Female";"356 Plum Boulevard";32.93;-94.7;"15832.00";"32281.00";"80882.00";630;2
1691;23;61;1996;11;"Female";"5459 El Camino Avenue";35.12;-81.51;"14443.00";"29450.00";"36002.00";692;1
1692;81;59;1938;8;"Female";"97339 Lake Avenue";41.03;-73.86;"74205.00";"162709.00";"5642.00";542;3
1693;36;69;1983;4;"Female";"478 East Drive";33.61;-111.89;"36300.00";"74016.00";"85204.00";702;2
1694;83;65;1936;3;"Female";"480 Catherine Drive";41.09;-73.55;"37213.00";"74753.00";"1585.00";726;5
1695;45;66;1974;12;"Female";"238 Ocean View Lane";33.94;-117.99;"27973.00";"57027.00";"21798.00";709;4
1696;63;65;1956;12;"Female";"4461 Hill Street";28.32;-80.68;"26339.00";"53702.00";"85160.00";606;1
1697;64;67;1955;6;"Male";"317 Wessex Boulevard";42.06;-83.97;"20108.00";"41002.00";"97188.00";685;6
1698;32;64;1987;7;"Male";"2783 Washington Avenue";40.87;-73.32;"33338.00";"67976.00";"105337.00";747;3
1699;67;65;1953;1;"Female";"9205 Summit Street";37.42;-121.94;"51631.00";"52929.00";"37514.00";737;7
1700;45;62;1975;1;"Female";"891 Fourth Avenue";40.81;-81.93;"18962.00";"38666.00";"116783.00";822;1
1701;56;67;1963;4;"Male";"942 Lincoln Lane";33.94;-118.24;"11393.00";"23231.00";"48624.00";726;3
1702;53;68;1967;2;"Female";"75011 Lafayette Drive";33.99;-117.53;"19851.00";"40470.00";"87086.00";691;5
1703;47;65;1972;8;"Female";"1532 Birch Drive";39.08;-108.55;"24115.00";"49169.00";"65994.00";747;2
1704;27;62;1992;7;"Male";"288 North Lane";39.95;-86.02;"31270.00";"63760.00";"151177.00";716;1
1705;50;68;1970;2;"Male";"952 Valley Avenue";35.95;-85.03;"13708.00";"27952.00";"2070.00";850;3
1706;24;67;1995;4;"Female";"165 Plum Avenue";34.83;-89.17;"13161.00";"26839.00";"70077.00";805;2
1707;28;70;1991;12;"Female";"816 Little Creek Lane";46.12;-123.67;"17260.00";"35194.00";"56006.00";620;1
1708;22;66;1997;7;"Male";"90072 George Drive";37.48;-97.24;"22195.00";"45254.00";"75758.00";850;2
1709;62;69;1957;3;"Female";"628 Third Avenue";40.46;-96.37;"17420.00";"35519.00";"111115.00";744;1
1710;33;69;1986;10;"Female";"928 Bayview Street";43.54;-89.46;"19635.00";"40029.00";"0.00";787;3
1711;26;67;1993;12;"Male";"1941 Ninth Street";45.51;-122.64;"26790.00";"54623.00";"114711.00";728;1
1712;82;65;1938;1;"Female";"1437 Madison Lane";32.79;-96.76;"27814.00";"66999.00";"3140.00";730;5
1713;18;68;2001;11;"Female";"3395 Spruce Drive";39.1;-94.62;"16795.00";"34242.00";"0.00";837;1
1714;23;65;1996;6;"Female";"427 Martin Luther King Street";30.06;-95.38;"35807.00";"73011.00";"240352.00";794;2
1715;32;72;1987;3;"Female";"4460 11th Avenue";42.27;-89.06;"24589.00";"50137.00";"90747.00";679;1
1716;18;65;2001;4;"Female";"1692 Hillside Avenue";32.21;-98.67;"12583.00";"25654.00";"55761.00";746;1
1717;67;67;1952;7;"Female";"728 Sixth Avenue";43.06;-78.27;"17665.00";"43070.00";"14135.00";726;4
1718;81;67;1938;11;"Female";"766 Third Drive";34.02;-117.89;"22681.00";"33483.00";"196.00";698;5
1719;81;64;1938;9;"Female";"678 Park Drive";25.77;-80.2;"19386.00";"23217.00";"2559.00";616;3
1720;55;60;1964;5;"Female";"4941 Ocean View Drive";32.75;-97.33;"12175.00";"24827.00";"60261.00";590;1
1721;36;68;1983;3;"Female";"620 River Boulevard";46.11;-118.3;"18880.00";"38496.00";"64688.00";642;2
1722;24;65;1995;9;"Female";"162 Rose Drive";37.96;-121.26;"12089.00";"24648.00";"32962.00";600;1
1723;41;66;1978;10;"Female";"560 Summit Street";39.16;-89.48;"17696.00";"36080.00";"80443.00";839;3
1724;20;66;1999;5;"Female";"489 Fourth Drive";41.71;-86.87;"18036.00";"36775.00";"102641.00";850;3
1725;49;66;1970;9;"Female";"791 11th Boulevard";37.55;-77.46;"20917.00";"42652.00";"133935.00";729;6
1726;67;65;1952;10;"Female";"3667 Washington Avenue";27.75;-82.64;"34974.00";"23533.00";"23132.00";687;1
1727;46;67;1973;10;"Female";"31 Oak Avenue";34.0;-81.03;"23917.00";"48762.00";"143208.00";771;6
1728;47;63;1972;10;"Female";"2614 Eighth Lane";44.35;-89.07;"18937.00";"38615.00";"74337.00";601;4
1729;29;56;1990;9;"Female";"8958 Catherine Street";40.3;-112.3;"24445.00";"49842.00";"79750.00";698;1
1730;52;65;1967;10;"Female";"445 West Boulevard";40.71;-74.06;"21642.00";"44128.00";"148684.00";739;3
1731;64;66;1956;1;"Female";"599 First Drive";34.14;-117.45;"23172.00";"47242.00";"62224.00";704;6
1732;50;60;1969;7;"Female";"4704 Essex Boulevard";37.77;-122.21;"26391.00";"53810.00";"78986.00";637;1
1733;47;66;1972;6;"Female";"6613 Hill Drive";36.73;-84.16;"12814.00";"26130.00";"54290.00";498;1
1734;37;69;1982;11;"Male";"185 Forest Drive";33.95;-84.54;"40530.00";"82637.00";"84762.00";739;2
1735;56;66;1963;5;"Male";"9291 Jefferson Drive";27.64;-80.39;"17942.00";"36583.00";"56310.00";614;6
1736;43;67;1977;1;"Male";"2479 Valley Avenue";40.64;-73.94;"22456.00";"45789.00";"94014.00";695;4
1737;52;65;1967;3;"Male";"14813 El Camino Drive";42.46;-82.94;"18487.00";"37686.00";"41173.00";739;4
1738;30;68;1989;3;"Male";"5142 Little Creek Street";35.67;-97.41;"33736.00";"68784.00";"198417.00";696;4
1739;49;62;1970;8;"Male";"344 Birch Street";42.01;-95.34;"16673.00";"33995.00";"46102.00";531;1
1740;36;67;1983;12;"Male";"42720 East Drive";42.86;-88.33;"28215.00";"57532.00";"61268.00";735;4
1741;92;67;1927;10;"Male";"31 Hillside Lane";32.21;-110.88;"17460.00";"24960.00";"889.00";707;9
1742;58;67;1961;11;"Female";"444 Maple Avenue";40.05;-86.03;"24638.00";"50232.00";"1218.00";751;4
1743;18;75;2002;1;"Female";"76 Federal Avenue";39.19;-96.59;"25658.00";"52315.00";"109513.00";774;4
1744;31;69;1988;3;"Female";"4238 Birch Lane";35.78;-88.36;"14435.00";"29433.00";"61260.00";693;3
1745;20;65;2000;2;"Female";"8643 Lafayette Boulevard";33.94;-83.99;"24252.00";"49449.00";"30723.00";728;3
1746;53;68;1966;12;"Female";"3606 Federal Boulevard";40.76;-73.74;"37891.00";"77254.00";"191349.00";701;5
1747;54;71;1966;1;"Male";"3994 Hillside Drive";32.15;-94.79;"17898.00";"36497.00";"38333.00";719;6
1748;44;71;1975;7;"Female";"6624 Valley Street";31.21;-81.37;"26808.00";"54659.00";"73363.00";628;1
1749;50;61;1969;7;"Female";"415 Elm Street";42.39;-83.05;"8658.00";"17657.00";"21899.00";614;2
1750;47;55;1973;2;"Female";"892 Elm Street";41.8;-87.87;"34681.00";"70711.00";"100226.00";741;2
1751;29;66;1990;11;"Female";"828 Little Creek Boulevard";38.78;-90.7;"30202.00";"61581.00";"241312.00";736;2
1752;34;60;1986;1;"Female";"887 Grant Street";29.97;-92.12;"18730.00";"38190.00";"81262.00";810;1
1753;46;58;1974;2;"Male";"95612 South Street";32.28;-90.0;"22304.00";"45476.00";"67636.00";506;1
1754;34;67;1985;11;"Female";"97 Fourth Drive";34.58;-94.23;"12910.00";"26325.00";"32456.00";562;1
1755;53;70;1967;2;"Male";"302 Park Boulevard";31.96;-83.77;"13864.00";"28269.00";"66681.00";734;6
1756;30;66;1989;10;"Male";"32 Fourth Drive";35.98;-78.91;"28430.00";"57969.00";"92382.00";691;2
1757;39;68;1980;11;"Male";"2773 El Camino Lane";40.19;-85.39;"20644.00";"42086.00";"79530.00";784;4
1758;57;66;1963;1;"Male";"126 Valley Drive";32.32;-90.2;"11061.00";"22556.00";"43260.00";645;4
1759;87;69;1932;11;"Female";"983 George Boulevard";33.27;-117.28;"22270.00";"33279.00";"1642.00";778;6
1760;35;66;1984;11;"Female";"610 Lake Drive";39.16;-89.48;"17696.00";"36081.00";"118151.00";682;2
1761;23;71;1996;10;"Female";"533 Fourth Street";38.65;-121.25;"27548.00";"56168.00";"186534.00";703;3
1762;29;64;1990;5;"Male";"5537 Forest Lane";38.55;-121.49;"31184.00";"63583.00";"200435.00";635;1
1763;49;66;1970;6;"Male";"6593 North Avenue";44.96;-93.26;"18660.00";"38039.00";"27179.00";717;3
1764;59;68;1960;6;"Male";"4728 George Drive";42.96;-85.65;"15472.00";"31550.00";"26738.00";710;3
1765;40;68;1979;3;"Male";"9594 Burns Lane";33.46;-82.5;"15755.00";"32126.00";"56283.00";770;3
1766;62;66;1957;9;"Male";"6076 Bayview Boulevard";43.06;-87.96;"9995.00";"20377.00";"12092.00";789;4
